项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
福侨花园13栋,宝安,90.1,住宅,三房,330,47000,255222197697深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-06-20 11:06:18~2026-06-21 11:06:18,2025-06-20
大信花园8栋,宝安,94.71,住宅,三房,375,45800,259358711587乐有家控股,深圳市乐有家控股集团有限公司,2025-07-02 08:07:54~2026-07-03 08:07:54,2025-07-01
华盛新沙荟名庭（一期）1栋,宝安,89.68,住宅,三房,350,49000,252495530110佰禾置业,深圳市佰禾置业有限公司,2025-07-18 04:07:10~2025-09-17 04:09:10,2025-05-21
海语西湾花园1栋,宝安,87.89,住宅,三房,650,85000,251220438568链家,深圳链家房地产经纪有限公司,2025-08-11 02:08:50~2025-10-11 02:10:50,2025-06-05
金泓凯旋城12栋,宝安,102.12,住宅,三房,990,98500,257873592984链家,深圳链家房地产经纪有限公司,2025-06-10 01:06:15~2025-09-09 01:09:15,2025-06-10
银泉花园2栋,宝安,98.37,住宅,三房,350,42700,254452499431链家,深圳链家房地产经纪有限公司,2025-07-20 04:07:28~2025-09-19 04:09:28,2025-05-21
中航天逸花园A栋,宝安,113.41,住宅,三房,770,76900,252286764110乐有家,深圳市乐有家房产交易有限公司,2025-06-23 08:06:27~2025-08-23 08:08:27,2025-06-14
富盈门花园B栋,宝安,116.51,住宅,三房,540,57600,252474897633深圳市福佑地产经纪有限公司,深圳市福佑地产经纪有限公司,2025-07-26 02:07:29~2025-09-25 02:09:29,2025-06-14
新安湖花园新高村,宝安,77.7,住宅,三房,400,62000,258792972027乐有家,深圳市乐有家房产交易有限公司,2025-06-30 12:06:14~2026-07-01 12:07:14,2025-06-21
宇峰苑B栋,宝安,108.91,住宅,三房,450,40500,256700827022乐有家,深圳市乐有家房产交易有限公司,2025-08-02 02:08:25~2026-08-03 02:08:25,2025-06-23
中海西岸华府12栋,宝安,78.99,住宅,三房,300,43600,256055568681金辉地产,深圳市金辉地产经纪有限公司,2025-07-11 04:07:21~2026-07-12 04:07:21,2025-06-27
尖岗山壹号花园15栋,宝安,79.47,住宅,三房,650,--,252800636735乐有家控股,深圳市乐有家控股集团有限公司,2025-06-19 11:06:05~2025-08-19 11:08:05,2025-06-19
天源大厦,宝安,75.8,住宅,三房,350,50500,257890061501乐有家,深圳市乐有家房产交易有限公司,2025-06-19 07:06:11~2025-08-19 07:08:11,2025-06-19
白金假日公寓1栋,宝安,40.19,住宅,三房,400,82400,252324191225链家,深圳链家房地产经纪有限公司,2025-07-06 09:07:06~2026-07-07 09:07:06,2025-07-06
锦绣江南A1栋,宝安,97.19,住宅,三房,500,48000,257212159907中原地产,中原地产代理（深圳）有限公司,2025-07-10 11:07:20~2025-09-09 11:09:20,2025-05-25
正兆景嘉园10号楼,宝安,89.18,住宅,三房,320,44900,255710828518鑫来,深圳市鑫来房地产经纪有限公司,2025-07-10 08:07:50~2026-07-11 08:07:50,2025-06-20
丰泽湖山庄1栋,宝安,86.57,住宅,三房,535,56800,257099560651乐有家,深圳市乐有家房产交易有限公司,2025-07-21 06:07:52~2025-09-20 06:09:52,2025-05-22
桃源盛景园23栋,宝安,120.07,住宅,三房,780,57000,258170437512中原地产,中原地产代理（深圳）有限公司,2025-08-12 10:08:03~2025-10-12 10:10:03,2025-06-13
新锦安海纳公馆2栋,宝安,89.73,住宅,三房,1030,--,251231040026中原地产,中原地产代理（深圳）有限公司,2025-08-17 12:08:31~2025-10-17 12:10:31,2025-06-14
华海金湾公馆（A104-0136）,宝安,89.71,住宅,三房,690,84100,254277277869链家,深圳链家房地产经纪有限公司,2025-08-17 09:08:59~2026-08-18 09:08:59,2025-08-17
群贤花园A栋,宝安,92.65,住宅,三房,450,52000,258690534820链家,深圳链家房地产经纪有限公司,2025-08-09 10:08:22~2026-08-10 10:08:22,2025-08-09
会展湾雍境花园5栋,宝安,90.32,住宅,三房,438,--,258062900519乐有家,深圳市乐有家房产交易有限公司,2025-08-17 03:08:40~2026-08-18 03:08:40,2025-08-17
星航华府四期,宝安,89.49,住宅,三房,410,52400,250022733813安家房地产,深圳市安家房地产投资顾问有限公司,2025-08-10 05:08:15~2026-08-11 05:08:15,2025-08-10
富瑰园F栋,宝安,120.48,住宅,三房,530,56400,259018283341弘雅地产,深圳弘雅房地产经纪有限责任公司,2025-08-12 04:08:35~2026-09-12 04:09:35,2025-08-12
融景园1栋,宝安,111.21,住宅,三房,550,53900,254856484900链家,深圳链家房地产经纪有限公司,2025-08-17 12:08:46~2026-08-18 12:08:46,2025-08-17
峰境瑞府7栋,宝安,96.39,住宅,三房,468,--,259595101535乐有家,深圳市乐有家房产交易有限公司,2025-08-13 02:08:35~2026-08-14 02:08:35,2025-08-13
万科星城上郡1栋,宝安,80.86,住宅,三房,345,--,255757016809乐有家,深圳市乐有家房产交易有限公司,2025-08-16 09:08:23~2026-08-17 09:08:23,2025-08-16
黄金大厦1栋,宝安,79.09,住宅,三房,450,65400,255056319908链家,深圳链家房地产经纪有限公司,2025-08-16 10:08:43~2026-08-17 10:08:43,2025-08-16
金域豪庭1-2栋,宝安,107.25,住宅,三房,460,51900,255220966037深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-08-16 05:08:30~2026-08-17 05:08:30,2025-08-16
万科翡逸郡园,宝安,87.63,住宅,三房,327,49000,256578298008中原地产,中原地产代理（深圳）有限公司,2025-06-25 08:06:31~2025-08-25 08:08:31,2025-05-28
锦绣江南Ⅲ栋,宝安,87.65,住宅,三房,450,51400,251881193145乐有家,深圳市乐有家房产交易有限公司,2025-05-25 06:05:00~2025-08-24 06:08:00,2025-05-25
二十四区商住楼二十栋,宝安,101.3,住宅,三房,440,47500,254663288587链家,深圳链家房地产经纪有限公司,2025-08-01 04:08:55~2025-10-01 04:10:55,2025-06-15
风临洲苑1栋,宝安,99.85,住宅,三房,730,83800,257439952154乐有家,深圳市乐有家房产交易有限公司,2025-07-24 02:07:39~2025-09-23 02:09:39,2025-05-25
桃源盛景园5栋,宝安,130.08,住宅,三房,630,53000,254858453455中原地产,中原地产代理（深圳）有限公司,2025-06-30 08:06:09~2025-08-30 08:08:09,2025-05-29
四季名苑1栋,宝安,92.44,住宅,三房,358,--,250296928061乐有家,深圳市乐有家房产交易有限公司,2025-08-14 02:08:23~2025-10-14 02:10:23,2025-06-17
华海金湾公馆（A104-0135）1栋,宝安,87.44,住宅,三房,678,84100,257546465841乐有家控股,深圳市乐有家控股集团有限公司,2025-07-25 10:07:45~2025-09-24 10:09:45,2025-05-26
华苑商住楼,宝安,80.47,住宅,三房,340,59200,258257211750鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-07-13 02:07:25~2025-09-12 02:09:25,2025-06-13
富盈门花园D栋,宝安,98.9,住宅,三房,470,57600,256228238360诚家地产,深圳市诚家房地产经纪有限公司,2025-08-16 08:08:43~2025-10-16 08:10:43,2025-06-19
春华四季园8栋,宝安,112.97,住宅,三房,630,58300,254325255465乐有家,深圳市乐有家房产交易有限公司,2025-06-20 10:06:10~2025-08-20 10:08:10,2025-06-20
湾景商务中心2栋,宝安,51.97,商业,三房,196,--,254464157913链家,深圳链家房地产经纪有限公司,2025-06-22 06:06:06~2026-06-23 06:06:06,2025-06-22
裕安楼三栋,宝安,82.8,住宅,三房,320,43000,250099332080中原地产,中原地产代理（深圳）有限公司,2025-07-28 06:07:59~2025-09-27 06:09:59,2025-06-16
万家灯火花园2栋,宝安,90.67,住宅,三房,410,48100,254872714080深圳大胜房地产经纪有限公司,深圳大胜房地产经纪有限公司,2025-07-11 08:07:49~2025-09-10 08:09:49,2025-05-30
世纪春城3栋,宝安,101.87,住宅,三房,460,51500,252874289816链家,深圳链家房地产经纪有限公司,2025-07-18 04:07:27~2025-09-17 04:09:27,2025-05-23
华海金湾公馆（A104-0135）1栋,宝安,87.47,住宅,三房,730,84100,251034351841乐有家,深圳市乐有家房产交易有限公司,2025-07-21 02:07:31~2025-09-20 02:09:31,2025-06-04
华业玫瑰四季馨园一期1栋,宝安,77.22,住宅,三房,600,73800,251824601935恒实房地产,深圳市恒实房地产经纪有限公司,2025-06-20 08:06:42~2025-08-20 08:08:42,2025-06-20
中粮凤凰里花苑1栋,宝安,89.19,住宅,三房,368,47700,252605022359旗凰信息,深圳市旗凰信息科技有限公司,2025-07-22 06:07:43~2025-09-21 06:09:43,2025-05-25
佳华名苑1栋,宝安,81.2,住宅,三房,650,78600,255564288602链家,深圳链家房地产经纪有限公司,2025-06-19 07:06:58~2025-08-19 07:08:58,2025-06-19
广福大厦一栋,宝安,96.26,住宅,三房,270,34000,258937117950深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-08-15 07:08:42~2026-08-16 07:08:42,2025-08-15
康达尔山海上园（二期）2栋,宝安,88.12,住宅,三房,500,64700,259500470346知恩地产,深圳知恩房地产经纪有限公司,2025-08-18 04:08:53~2025-12-17 04:12:53,2025-08-18
万科都会四季花园4栋,宝安,77.45,住宅,三房,550,--,257897072189腾越地产,深圳市腾越房地产经纪有限公司,2025-08-17 02:08:43~2026-08-18 02:08:43,2025-08-17
星航华府二期,宝安,87.14,住宅,三房,430,52400,252016083920安家房地产,深圳市安家房地产投资顾问有限公司,2025-08-11 06:08:30~2025-11-10 06:11:30,2025-08-11
创业二村14栋,宝安,97.39,住宅,三房,500,65000,251212612634链家,深圳链家房地产经纪有限公司,2025-08-16 11:08:24~2026-08-17 11:08:24,2025-08-16
深铁瑞城1栋,宝安,97.48,住宅,三房,465,--,255141084141乐有家,深圳市乐有家房产交易有限公司,2025-08-16 09:08:32~2026-08-17 09:08:32,2025-08-16
滢水山庄二区第七栋,宝安,89.59,住宅,三房,395,48200,258475183593深圳大胜房地产经纪有限公司,深圳大胜房地产经纪有限公司,2025-08-17 12:08:52~2026-08-18 12:08:52,2025-08-17
满京华云朗公馆1栋,宝安,85.59,住宅,三房,535,--,252764514888鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-08-09 03:08:17~2026-08-10 03:08:17,2025-08-09
立新湖花园金福阁II栋,宝安,91.78,住宅,三房,298,36800,250110393016中原地产,中原地产代理（深圳）有限公司,2025-08-17 10:08:48~2026-08-18 10:08:48,2025-08-17
宝河大厦一栋,宝安,94.5,住宅,三房,660,62400,256733810316乐有家,深圳市乐有家房产交易有限公司,2025-08-17 07:08:17~2026-08-18 07:08:17,2025-08-17
嘉信云峰公馆1栋,宝安,96.58,住宅,三房,480,--,255558711183深乐居房地产,深圳市深乐居网络信息咨询有限公司,2025-06-20 04:06:54~2026-06-06 04:06:54,2025-06-20
华业玫瑰四季馨园一期1栋,宝安,87.33,住宅,三房,670,73800,256121671299乐有家,深圳市乐有家房产交易有限公司,2025-07-05 02:07:23~2025-09-04 02:09:23,2025-05-26
润科华府（一期）,宝安,89.18,住宅,三房,421,62000,253072123288鼎盛年华房地产经纪有限公司,深圳市鼎盛年华房地产经纪有限公司,2025-07-13 06:07:20~2026-07-14 06:07:20,2025-07-13
宝亭锦园1栋,宝安,89.4,住宅,三房,300,47800,250363831450中原地产,中原地产代理（深圳）有限公司,2025-07-19 08:07:32~2025-09-18 08:09:32,2025-05-31
博林君瑞花园1栋,宝安,88.24,住宅,三房,420,60000,257132020304乐有家,深圳市乐有家房产交易有限公司,2025-08-11 04:08:27~2025-10-11 04:10:27,2025-06-04
碧水龙庭4栋,宝安,104.02,住宅,三房,496,57200,253831070066明家地产,深圳市明家房地产有限公司,2025-07-18 12:07:41~2026-07-19 12:07:41,2025-06-21
招商观园11栋,宝安,88.35,住宅,三房,450,47000,255018687349深圳市卓鸿房地产有限公司,深圳市卓鸿房地产有限公司,2025-08-03 12:08:45~2025-10-03 12:10:45,2025-06-05
新锦安雅园C区1栋,宝安,119.42,住宅,三房,809,64000,259179388850链家,深圳链家房地产经纪有限公司,2025-07-13 08:07:21~2025-09-12 08:09:21,2025-05-29
凤凰天誉华府,宝安,92.32,住宅,三房,610,--,256117972255诚家地产,深圳市诚家房地产经纪有限公司,2025-08-06 12:08:32~2025-10-06 12:10:32,2025-06-13
翡翠阳光名苑1栋,宝安,89.62,住宅,三房,325,--,259644017893深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-08-13 06:08:46~2025-10-13 06:10:46,2025-06-13
福东龙华府1栋,宝安,85.89,住宅,三房,500,56100,257440182297盛联行,深圳市盛联行网络科技有限公司,2025-07-19 12:07:21~2025-09-18 12:09:21,2025-05-28
玺玥华府1栋,宝安,99.05,住宅,三房,1180,--,257605123436乐有家,深圳市乐有家房产交易有限公司,2025-07-27 12:07:31~2025-09-26 12:09:31,2025-05-28
峰境瑞府7栋,宝安,96.38,住宅,三房,490,--,259991729929乐有家,深圳市乐有家房产交易有限公司,2025-06-19 03:06:52~2025-08-19 03:08:52,2025-06-19
豪业华庭B栋,宝安,111.22,住宅,三房,630,57300,258475123035乐有家,深圳市乐有家房产交易有限公司,2025-08-18 10:08:24~2025-10-18 10:10:24,2025-06-19
西城上筑花园3栋,宝安,73.92,住宅,三房,668,88400,250748671630乐有家,深圳市乐有家房产交易有限公司,2025-06-19 08:06:32~2025-08-19 08:08:32,2025-06-19
福侨花园12栋,宝安,81.34,住宅,三房,430,58000,252177032781天光地产,深圳市天光房地产服务有限公司,2025-06-20 09:06:55~2026-06-21 09:06:55,2025-06-20
勤诚达悦园,宝安,78.95,住宅,三房,850,100800,255218597631乐有家,深圳市乐有家房产交易有限公司,2025-08-14 04:08:54~2026-08-15 04:08:54,2025-08-14
松河瑞园二期,宝安,90.82,商务公寓,三房,240,48000,257462495845金辉地产,深圳市金辉地产经纪有限公司,2025-08-11 04:08:57~2026-08-12 04:08:57,2025-08-11
中商花园A栋,宝安,96.7,住宅,三房,530,60500,251779409950链家,深圳链家房地产经纪有限公司,2025-08-16 12:08:56~2026-08-17 12:08:56,2025-08-16
星航华府二期,宝安,87.14,住宅,三房,436,52400,251661731295鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-08-08 05:08:02~2026-08-09 05:08:02,2025-08-08
领航城领翔华府A区2号A单元,宝安,85.78,住宅,三房,455,61000,251056692434乐有家,深圳市乐有家房产交易有限公司,2025-08-14 02:08:47~2026-08-15 02:08:47,2025-08-14
鸿荣源博誉府1栋,宝安,95.56,住宅,三房,650,--,254219462440乐有家,深圳市乐有家房产交易有限公司,2025-08-17 11:08:50~2026-08-18 11:08:50,2025-08-16
中商花园C栋,宝安,128.05,住宅,三房,660,60500,257822772359深圳优佳房地产经纪有限公司,深圳优佳房地产经纪有限公司,2025-08-17 02:08:22~2026-08-18 02:08:22,2025-08-17
玉华花园玉永阁,宝安,99.3,住宅,三房,338,45100,253559390292旭辉地产,深圳市旭辉房地产经纪有限公司,2025-08-13 06:08:45~2026-08-14 06:08:45,2025-08-13
世纪春城四期1#楼,宝安,103.13,住宅,三房,550,57000,259142635100六六好房,深圳市六六好房网络科技有限公司,2025-08-13 09:08:25~2026-08-14 09:08:25,2025-08-13
美丽AAA花园1栋,宝安,94.61,住宅,三房,420,50500,251053650990乐有家,深圳市乐有家房产交易有限公司,2025-08-17 05:08:11~2026-08-18 05:08:11,2025-08-17
招商果岭花园3栋,宝安,87.79,住宅,三房,500,64700,250421767634探房网房产,深圳市探房网房地产经纪有限公司,2025-08-17 08:08:39~2026-08-18 08:08:39,2025-08-17
潮樾府1栋,宝安,93,住宅,三房,760,--,256562777391胜景地产,深圳市胜景房地产咨询有限公司,2025-08-14 03:08:52~2025-11-13 03:11:52,2025-08-14
华盛新沙荟名庭（三期）,宝安,89.33,住宅,三房,380,49000,258257925575好房子置业,深圳市好房子置业有限公司,2025-08-11 08:08:27~2026-08-12 08:08:27,2025-08-11
满京华云著花园（一期）2号楼,宝安,87.18,住宅,三房,340,45800,253376394093博瑞达,深圳市博瑞达房地产经纪有限公司,2025-08-13 11:08:46~2026-08-14 11:08:46,2025-08-13
世纪春城四期3#楼,宝安,111.86,住宅,三房,530,57000,256905369573乐有家,深圳市乐有家房产交易有限公司,2025-08-07 11:08:26~2026-08-08 11:08:26,2025-08-07
碧海富通城3栋,宝安,112.41,住宅,三房,750,70200,259206118951乐有家,深圳市乐有家房产交易有限公司,2025-08-08 01:08:09~2026-08-09 01:08:09,2025-08-08
广信花园广祺阁,宝安,90.09,住宅,三房,450,51000,257461414330中原地产,中原地产代理（深圳）有限公司,2025-08-08 04:08:28~2026-08-09 04:08:28,2025-08-08
碧海富通城17栋,宝安,82.31,住宅,三房,530,70200,254599826970乐有家,深圳市乐有家房产交易有限公司,2025-08-12 03:08:11~2026-08-13 03:08:11,2025-08-12
幸福城润园（二期）8栋B单元,宝安,79.42,住宅,三房,420,54500,251391663384橘子房地产,深圳橘子房地产经纪有限公司,2025-08-15 11:08:47~2026-08-16 11:08:47,2025-08-15
湾上六座花园1栋,宝安,85.5,住宅,三房,585,74200,255860831353链家,深圳链家房地产经纪有限公司,2025-08-12 12:08:03~2026-08-13 12:08:03,2025-08-12
创业一村11-12栋,宝安,98.97,住宅,三房,510,65000,257895747636乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:45~2026-06-24 05:06:45,2025-06-23
润科华府（一期）,宝安,89.7,住宅,三房,415,62000,252465145947新世鸿,新世鸿房地产经纪（深圳）有限公司,2025-08-17 10:08:45~2025-10-17 10:10:45,2025-06-19
碧海名园B栋,宝安,88.55,住宅,三房,650,61800,259391415063乐有家,深圳市乐有家房产交易有限公司,2025-07-21 10:07:05~2025-09-20 10:09:05,2025-05-25
金成名苑一栋,宝安,93.54,住宅,三房,500,55200,251110166226链家,深圳链家房地产经纪有限公司,2025-08-12 06:08:02~2025-10-12 06:10:02,2025-06-12
金地上塘道花园10栋,宝安,77.33,住宅,三房,530,66600,255064446541乐有家,深圳市乐有家房产交易有限公司,2025-06-28 09:06:11~2025-08-28 09:08:11,2025-06-28
兴华阁B栋,宝安,75.47,住宅,三房,430,50000,255712701247鑫联地产,深圳市鑫联地产有限公司,2025-08-09 02:08:43~2026-08-10 02:08:43,2025-08-09
豪业华庭C栋,宝安,88.71,住宅,三房,620,57300,255480645687乐有家,深圳市乐有家房产交易有限公司,2025-08-15 04:08:09~2026-08-16 04:08:09,2025-08-15
丰泽湖山庄7栋,宝安,115.89,住宅,三房,560,56800,254605649878深圳市鑫丰地产,深圳市鑫丰地产有限公司,2025-08-09 09:08:24~2026-08-10 09:08:24,2025-08-09
新锦安海纳公馆1栋,宝安,89.5,住宅,三房,1080,--,258176685221乐有家,深圳市乐有家房产交易有限公司,2025-08-09 08:08:54~2026-08-10 08:08:54,2025-08-09
幸福海岸11栋,宝安,132.29,住宅,三房,1250,88400,251749383656链家,深圳链家房地产经纪有限公司,2025-08-14 02:08:44~2026-08-15 02:08:44,2025-08-14
新锦安海纳公馆1栋,宝安,89.78,住宅,三房,980,--,250066009486中原地产,中原地产代理（深圳）有限公司,2025-08-09 06:08:46~2025-10-09 06:10:46,2025-08-11
招商观园9栋,宝安,75.61,住宅,三房,380,47000,258116214612乐有家,深圳市乐有家房产交易有限公司,2025-08-10 02:08:37~2026-08-11 02:08:37,2025-08-10
宝亭锦园1栋,宝安,89.59,住宅,三房,265,47800,251404116802房百通,深圳市房百通网络信息咨询有限公司,2025-08-09 07:08:03~2026-08-05 07:08:03,2025-08-09
金地上塘道花园3栋,宝安,89.5,住宅,三房,560,66600,254966135328中原地产,中原地产代理（深圳）有限公司,2025-08-12 03:08:45~2026-08-13 03:08:45,2025-08-12
缤纷世界花园A栋,宝安,112.39,住宅,三房,720,65000,259347943088深圳市鸿迅房地产经纪有限公司,深圳市鸿迅房地产经纪有限公司,2025-08-15 03:08:34~2026-08-16 03:08:34,2025-08-15
中南花园2栋,宝安,122.81,住宅,三房,780,70300,251492495797链家,深圳链家房地产经纪有限公司,2025-07-28 02:07:58~2025-09-27 02:09:58,2025-05-31
满京华云著花园（二期）1号楼,宝安,88.64,住宅,三房,358,45800,258686255023恒科地产,深圳市恒科房地产投资顾问有限公司,2025-06-21 03:06:39~2026-06-22 03:06:39,2025-06-21
中航天逸花园A栋,宝安,87.09,住宅,三房,730,76900,252836254340链家,深圳链家房地产经纪有限公司,2025-06-18 04:06:21~2025-09-17 04:09:21,2025-08-01
天悦龙庭A栋,宝安,92.33,住宅,三房,769,88400,254614588234链家,深圳链家房地产经纪有限公司,2025-06-22 02:06:10~2025-08-22 02:08:10,2025-06-19
万丰海岸城瑧园1栋,宝安,90.67,住宅,三房,430,--,259493463611乐有家,深圳市乐有家房产交易有限公司,2025-07-23 02:07:37~2025-09-22 02:09:37,2025-05-27
碧海富通城2栋,宝安,113.47,住宅,三房,810,70200,250941198856链家,深圳链家房地产经纪有限公司,2025-06-21 05:06:35~2026-06-22 05:06:35,2025-06-21
幸福城润园三期10栋,宝安,85.28,住宅,三房,430,56500,254608818863乐有家,深圳市乐有家房产交易有限公司,2025-06-23 06:06:26~2026-06-24 06:06:26,2025-06-23
怀德广场,宝安,88.55,住宅,三房,400,53000,259788159307房多乐房地产,深圳市房多乐房地产经纪有限公司,2025-06-20 03:06:36~2026-06-21 03:06:36,2025-06-20
新安湖花园新地村,宝安,98.4,住宅,三房,595,62000,250678957142链家,深圳链家房地产经纪有限公司,2025-07-31 09:07:14~2026-08-01 09:08:14,2025-07-31
新安湖花园新文阁,宝安,115.51,住宅,三房,780,62000,252752133070乐有家,深圳市乐有家房产交易有限公司,2025-08-06 12:08:59~2025-10-06 12:10:59,2025-06-06
新安湖花园新文阁,宝安,115.51,住宅,三房,700,62000,254594436371深房联地产,深圳市深房联地产投资顾问有限公司,2025-07-28 04:07:22~2026-07-29 04:07:22,2025-07-28
新安湖花园新文阁,宝安,115.51,住宅,三房,620,62000,254256309162链家,深圳链家房地产经纪有限公司,2025-07-26 08:07:08~2026-07-27 08:07:08,2025-07-26
新安湖花园新仑阁,宝安,96.06,住宅,三房,608,62000,257035412908乐有家,深圳市乐有家房产交易有限公司,2025-08-15 10:08:52~2025-10-15 10:10:52,2025-06-24
新安湖花园新云轩,宝安,81.1,住宅,三房,450,62000,255611333234锦橙地产,深圳市锦橙房地产经纪有限公司,2025-08-06 06:08:31~2025-10-06 06:10:31,2025-06-10
天福华府（A区）A1栋,宝安,88.97,住宅,三房,450,52000,251908875207乐有家,深圳市乐有家房产交易有限公司,2025-08-12 06:08:53~2026-08-13 06:08:53,2025-08-12
清平华府1栋,宝安,88.74,住宅,三房,420,--,250626403595乐有家,深圳市乐有家房产交易有限公司,2025-08-10 03:08:53~2026-08-11 03:08:53,2025-08-10
风和日丽花园A栋,宝安,88.33,住宅,三房,285,45200,254447217229德佑聚家地产,深圳市聚家房地产有限公司,2025-08-12 12:08:20~2026-08-08 12:08:20,2025-08-12
德业新城花园A区1-2号楼,宝安,106.63,住宅,三房,780,86400,255103796986乐有家,深圳市乐有家房产交易有限公司,2025-08-09 12:08:14~2026-08-10 12:08:14,2025-08-09
优品建筑10栋,宝安,73.31,住宅,三房,400,46600,257104912658乐有家,深圳市乐有家房产交易有限公司,2025-08-14 05:08:45~2026-08-15 05:08:45,2025-08-14
招商果岭花园1栋,宝安,86.25,住宅,三房,548,64700,250180033622知恩地产,深圳知恩房地产经纪有限公司,2025-08-15 08:08:20~2026-02-12 08:02:20,2025-08-15
春华四季园12栋,宝安,95.85,住宅,三房,500,58300,258126738118乐有家,深圳市乐有家房产交易有限公司,2025-08-15 05:08:25~2026-08-16 05:08:25,2025-08-15
中商花园B栋,宝安,88.86,住宅,三房,550,60500,252821848972乐有家,深圳市乐有家房产交易有限公司,2025-08-15 11:08:19~2026-08-16 11:08:19,2025-08-15
桃源峰景园6栋,宝安,79.06,住宅,三房,1,51000,253077457074乐有家,深圳市乐有家房产交易有限公司,2025-08-08 02:08:51~2025-10-08 02:10:51,2025-08-08
水榭春天花园2栋,宝安,88.98,住宅,三房,618,73000,258090969499乐有家,深圳市乐有家房产交易有限公司,2025-08-14 05:08:14~2026-08-15 05:08:14,2025-08-14
招商观园9栋,宝安,85.89,住宅,三房,430,47000,258580207266乐有家,深圳市乐有家房产交易有限公司,2025-08-12 08:08:50~2026-08-13 08:08:50,2025-08-11
幸福城润园（二期）8栋B单元,宝安,84.95,住宅,三房,430,54500,253545557157橘子房地产,深圳橘子房地产经纪有限公司,2025-08-15 11:08:12~2026-08-16 11:08:12,2025-08-15
领航里程花园7栋,宝安,79.16,住宅,三房,430,61000,252215025600明安居地产,深圳市明安居房地产经纪有限公司,2025-08-14 04:08:35~2026-08-15 04:08:35,2025-08-14
华盛新沙荟名庭（一期）1栋,宝安,89.57,住宅,三房,355,49000,256412518033富乐地产,深圳市富乐房地产咨询顾问有限公司,2025-08-09 10:08:52~2026-08-10 10:08:52,2025-08-09
尚都花园1栋,宝安,106.64,住宅,三房,1060,88400,250465804239新耀地产,深圳市新耀房地产置业顾问有限公司,2025-08-11 07:08:50~2026-08-12 07:08:50,2025-08-11
嘉华花园东区(2)A栋,宝安,88.21,住宅,三房,339,52000,255653334371幸福家园,深圳市幸福家园房地产信息咨询有限公司,2025-08-12 11:08:12~2026-08-13 11:08:12,2025-08-12
尚云花园3栋,宝安,81.85,住宅,三房,535,--,259459577216乐有家,深圳市乐有家房产交易有限公司,2025-08-12 07:08:23~2026-08-13 07:08:23,2025-08-12
润恒尚园7栋,宝安,99.3,住宅,三房,665,64700,257128219813中原地产,中原地产代理（深圳）有限公司,2025-08-14 09:08:25~2026-08-15 09:08:25,2025-08-14
万科星城华府1栋,宝安,98.16,住宅,三房,440,--,251803665829深圳市海居信息咨询有限公司,深圳海居信息咨询有限公司,2025-08-10 07:08:58~2026-08-11 07:08:58,2025-08-10
满京华云著花园（二期）1号楼,宝安,89.1,住宅,三房,310,45800,256255105012乐有家,深圳市乐有家房产交易有限公司,2025-08-11 08:08:49~2026-08-12 08:08:49,2025-08-10
新锦安雅园(D区)1栋,宝安,123.36,住宅,三房,1100,68600,254397567073中原地产,中原地产代理（深圳）有限公司,2025-08-01 08:08:08~2026-08-02 08:08:08,2025-08-01
新锦安雅园(D区)3栋,宝安,95.63,住宅,三房,760,68600,251620187070链家,深圳链家房地产经纪有限公司,2025-08-05 07:08:42~2026-08-06 07:08:42,2025-08-05
新锦安雅园(D区)2栋,宝安,93.58,住宅,三房,649,68600,259088422478乐有家,深圳市乐有家房产交易有限公司,2025-06-19 04:06:44~2025-08-19 04:08:44,2025-06-19
阳光海湾花园1栋,宝安,84.9,住宅,三房,658,81100,259045493383中原地产,中原地产代理（深圳）有限公司,2025-08-11 07:08:52~2026-08-12 07:08:52,2025-08-11
宝亭锦园1栋,宝安,87.98,住宅,三房,262,47800,254654860778金辉地产,深圳市金辉地产经纪有限公司,2025-08-10 11:08:59~2026-08-11 11:08:59,2025-08-10
嘉富宝禧花园2栋,宝安,94.71,住宅,三房,388,--,257443041681房百通,深圳市房百通网络信息咨询有限公司,2025-08-14 06:08:03~2026-08-10 06:08:03,2025-08-14
日出印象花园4栋,宝安,112.44,住宅,三房,470,52100,253911146634利家地产,深圳市利家房地产经纪有限公司,2025-08-10 09:08:18~2026-08-11 09:08:18,2025-08-10
宏发世纪花园2栋,宝安,89.04,住宅,三房,375,53000,259383099720乐有家,深圳市乐有家房产交易有限公司,2025-08-12 11:08:37~2026-08-13 11:08:37,2025-08-12
华海金湾公馆（A104-0136）,宝安,88.14,住宅,三房,650,84100,255750143483乐有家,深圳市乐有家房产交易有限公司,2025-08-09 06:08:12~2026-08-10 06:08:12,2025-08-09
福盈中央山花园北区2栋,宝安,87.21,住宅,三房,350,47200,256348729482众联（深圳）,众联（深圳）房地产经纪有限公司,2025-08-10 09:08:06~2026-08-11 09:08:06,2025-08-10
