项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
凤鸣水岸花园1栋,宝安,75.26,住宅,三房,499,--,255567977413乐有家,深圳市乐有家房产交易有限公司,2025-08-06 03:08:25~2026-08-07 03:08:25,2025-08-06
万科星城华府1栋,宝安,96.94,住宅,三房,420,--,257014026932聚创云房,深圳聚创云房网络科技有限公司,2025-07-25 06:07:07~2026-07-26 06:07:07,2025-07-25
美丽AAA花园1栋,宝安,108.57,住宅,三房,448,50500,254629817017宏森房地产,深圳市宏森房地产代理有限公司,2025-07-28 04:07:46~2026-07-29 04:07:46,2025-07-28
珑湾世界花园2栋,宝安,90.79,住宅,三房,340,--,255282442742,深圳市易和置业有限公司,2025-08-17 10:08:13~2026-08-18 10:08:13,2025-07-30
新安湖花园新安村,宝安,99.2,住宅,三房,498,62000,255896986603深房联地产,深圳市深房联地产投资顾问有限公司,2025-07-30 02:07:42~2026-07-31 02:07:42,2025-07-30
世纪春城（二期）11栋,宝安,101.3,住宅,三房,488,52000,253821364073链家,深圳链家房地产经纪有限公司,2025-07-01 10:07:23~2025-08-31 10:08:23,2025-05-14
世纪春城（二期）2栋,宝安,93.63,住宅,三房,430,52000,254017913349乐有家,深圳市乐有家房产交易有限公司,2025-08-04 10:08:43~2025-10-04 10:10:43,2025-04-05
世纪春城（二期）5栋,宝安,105.03,住宅,三房,500,52000,255799967890盛联行,深圳市盛联行网络科技有限公司,2025-07-10 06:07:53~2025-09-09 06:09:53,2025-05-13
世纪春城（二期）1栋,宝安,90.18,住宅,三房,430,52000,251364294606链家,深圳链家房地产经纪有限公司,2025-07-25 04:07:42~2026-07-26 04:07:42,2025-06-27
世纪春城（二期）1栋,宝安,93.63,住宅,三房,395,52000,254793215148乐有家,深圳市乐有家房产交易有限公司,2025-07-26 06:07:31~2025-09-25 06:09:31,2025-05-29
世纪春城（二期）12栋,宝安,115.87,住宅,三房,479,52000,259327164590乐有家,深圳市乐有家房产交易有限公司,2025-07-14 12:07:10~2025-09-13 12:09:10,2025-03-14
世纪春城（6号地块）1栋,宝安,73.96,住宅,三房,350,56000,254571752305乐有家,深圳市乐有家房产交易有限公司,2025-07-28 12:07:02~2025-09-27 12:09:02,2025-04-01
世纪春城三期4栋,宝安,96.66,住宅,三房,450,56000,252767606962链家,深圳链家房地产经纪有限公司,2025-08-03 01:08:53~2026-08-04 01:08:53,2025-08-03
书香门第名苑3-7栋,宝安,84.55,住宅,三房,490,65300,259027508975乐有家,深圳市乐有家房产交易有限公司,2025-08-04 09:08:10~2026-08-05 09:08:10,2025-08-04
书香门第上河坊广场1栋,宝安,54.72,住宅,三房,420,73500,257389894608乐有家,深圳市乐有家房产交易有限公司,2025-07-04 10:07:27~2026-07-05 10:07:27,2025-07-04
大信花园4栋,宝安,97.24,住宅,三房,450,45800,254473334025乐有家控股,深圳市乐有家控股集团有限公司,2025-06-20 08:06:29~2025-08-20 08:08:29,2025-04-24
大信花园4栋,宝安,97.24,住宅,三房,380,45800,254902660674乐有家控股,深圳市乐有家控股集团有限公司,2025-08-07 02:08:30~2026-08-08 02:08:30,2025-08-01
大信花园6栋,宝安,97.25,住宅,三房,368,45800,252008282551深圳市宏帆房地产经纪有限公司,深圳市宏帆房地产经纪有限公司,2025-08-13 06:08:41~2026-08-14 06:08:41,2025-08-13
大信花园8栋,宝安,94.31,住宅,三房,400,45800,254970981815乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:47~2026-06-24 05:06:47,2025-06-23
大信花园8栋,宝安,94.71,住宅,三房,375,45800,259358711587乐有家控股,深圳市乐有家控股集团有限公司,2025-07-02 08:07:54~2026-07-03 08:07:54,2025-07-01
大信花园14栋,宝安,80.84,住宅,三房,348,45800,254955818153乐有家,深圳市乐有家房产交易有限公司,2025-08-01 10:08:08~2026-08-02 10:08:08,2025-06-26
大信花园10栋,宝安,93.94,住宅,三房,450,45800,258912612463链家,深圳链家房地产经纪有限公司,2025-07-06 06:07:36~2025-09-05 06:09:36,2025-05-16
翡翠阳光名苑1栋,宝安,84.08,住宅,三房,380,--,255882544330深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-07-24 08:07:43~2026-07-25 08:07:43,2025-07-24
玉华花园华思阁,宝安,80.5,住宅,三房,318,45100,256235473462乐有家,深圳市乐有家房产交易有限公司,2025-08-02 05:08:02~2026-08-03 05:08:02,2025-08-02
新安园3号楼,宝安,96.97,住宅,三房,450,48200,253149364158乐有家,深圳市乐有家房产交易有限公司,2025-08-07 08:08:33~2026-08-08 08:08:33,2025-08-07
万科星城上郡1栋,宝安,100.08,住宅,三房,430,--,256357813845深圳市金翎房地产经纪有限公司,深圳市金翎房地产经纪有限公司,2025-08-05 12:08:02~2026-08-06 12:08:02,2025-08-05
东源阁A区1栋,宝安,97.56,住宅,三房,326,41600,251848194373乐有家控股,深圳市乐有家控股集团有限公司,2025-08-05 08:08:37~2026-08-06 08:08:37,2025-08-02
福盈中央山花园北区3栋,宝安,86.8,住宅,三房,398,47200,254564291675乐有家,深圳市乐有家房产交易有限公司,2025-07-08 12:07:26~2026-07-09 12:07:26,2025-07-08
福盈中央山花园北区3栋,宝安,86.8,住宅,三房,360,47200,252791501777众联（深圳）,众联（深圳）房地产经纪有限公司,2025-07-19 09:07:32~2026-07-20 09:07:32,2025-07-19
福盈中央山花园南区4栋,宝安,88.59,住宅,三房,340,47200,254101619726乐有家,深圳市乐有家房产交易有限公司,2025-07-21 02:07:57~2026-07-22 02:07:57,2025-07-21
宏发美域花园1栋,宝安,86.08,住宅,三房,400,47200,256495480115乐有家,深圳市乐有家房产交易有限公司,2025-07-22 11:07:20~2026-07-23 11:07:20,2025-07-22
宏发美域花园9栋,宝安,112.33,住宅,三房,400,47200,254839744228乐有家,深圳市乐有家房产交易有限公司,2025-08-10 12:08:44~2026-08-06 12:08:44,2025-08-10
宏发美域花园3栋,宝安,111.54,住宅,三房,438,47200,258947226286乐有家,深圳市乐有家房产交易有限公司,2025-06-23 10:06:31~2026-06-19 10:06:31,2025-06-23
宏发美域花园10栋,宝安,86.77,住宅,三房,345,47200,250779495074乐有家,深圳市乐有家房产交易有限公司,2025-07-09 04:07:23~2026-07-10 04:07:23,2025-07-09
万家灯火花园3栋,宝安,75.07,住宅,三房,310,48100,255336225749乐有家,深圳市乐有家房产交易有限公司,2025-08-05 03:08:21~2026-08-06 03:08:21,2025-08-05
万家灯火花园3栋,宝安,74.92,住宅,三房,300,48100,255134592674乐有家,深圳市乐有家房产交易有限公司,2025-07-30 11:07:28~2026-07-31 11:07:28,2025-07-30
万家灯火花园4栋,宝安,86.38,住宅,三房,360,48100,259027275377乐有家,深圳市乐有家房产交易有限公司,2025-08-05 02:08:57~2025-10-05 02:10:57,2025-06-15
万家灯火花园4栋,宝安,86.7,住宅,三房,390,48100,250449663960乐有家控股,深圳市乐有家控股集团有限公司,2025-07-26 09:07:10~2026-07-27 09:07:10,2025-07-26
万家灯火花园4栋,宝安,88.57,住宅,三房,490,48100,254564715241乐有家,深圳市乐有家房产交易有限公司,2025-07-24 10:07:39~2026-07-25 10:07:39,2025-07-24
万家灯火花园2栋,宝安,73.88,住宅,三房,360,48100,256525275350深圳大胜房地产经纪有限公司,深圳大胜房地产经纪有限公司,2025-07-11 12:07:32~2025-09-10 12:09:32,2025-04-06
桃源居3#住宅楼,宝安,84.8,住宅,三房,320,48000,250592772384中原地产,中原地产代理（深圳）有限公司,2025-08-11 04:08:40~2026-08-12 04:08:40,2025-07-24
万丰海岸城瑧园1栋,宝安,90.86,住宅,三房,420,--,253535962480深圳市安享家房地产有限公司,深圳市安享家房地产有限公司,2025-08-06 10:08:11~2026-08-07 10:08:11,2025-08-06
丰润花园D19栋,宝安,89.9,商品住宅,三房,368,43800,256394217903恒实房地产,深圳市恒实房地产经纪有限公司,2025-07-25 06:07:48~2025-09-24 06:09:48,2025-07-25
拾悦里雅居1栋,宝安,87.81,住宅,三房,348,49000,255844742562好房子置业,深圳市好房子置业有限公司,2025-08-07 05:08:12~2026-08-08 05:08:12,2025-08-07
天骄世家1栋,宝安,97.8,住宅,三房,490,60200,251482917402深圳市福佑地产经纪有限公司,深圳市福佑地产经纪有限公司,2025-07-31 05:07:54~2026-08-01 05:08:54,2025-07-31
桃源居三区Ⅱ栋,宝安,106.33,住宅,三房,480,50000,256460883511乐有家,深圳市乐有家房产交易有限公司,2025-07-28 01:07:19~2026-07-29 01:07:19,2025-07-28
华强城市花园（一期）B区3栋,宝安,89.8,住宅,三房,430,--,254413005776家承地产,家承地产代理（深圳）有限公司,2025-08-15 06:08:50~2026-08-16 06:08:50,2025-08-03
鸿荣源禧园2栋,宝安,78.95,住宅,三房,420,49000,256294773441好房子置业,深圳市好房子置业有限公司,2025-08-07 02:08:28~2026-08-08 02:08:28,2025-08-07
万家灯火花园1栋,宝安,76.72,住宅,三房,350,48100,257277240559深圳大胜房地产经纪有限公司,深圳大胜房地产经纪有限公司,2025-06-20 08:06:40~2025-08-20 08:08:40,2025-04-20
万家灯火花园1栋,宝安,76.75,住宅,三房,390,48100,256811071808乐有家控股,深圳市乐有家控股集团有限公司,2025-06-23 04:06:40~2025-08-23 04:08:40,2025-04-24
万家灯火花园1栋,宝安,76.75,住宅,三房,340,48100,251836239139乐有家,深圳市乐有家房产交易有限公司,2025-07-06 09:07:24~2026-07-07 09:07:24,2025-07-06
万家灯火花园1栋,宝安,88.99,住宅,三房,380,48100,257643339657乐有家,深圳市乐有家房产交易有限公司,2025-08-01 12:08:06~2025-10-01 12:10:06,2025-06-14
万家灯火花园1栋,宝安,76.72,住宅,三房,339,48100,258742093055乐有家,深圳市乐有家房产交易有限公司,2025-07-30 07:07:04~2026-07-31 07:07:04,2025-07-30
泰华新村商住楼17栋,宝安,85.64,住宅,三房,380,44600,258540676689德佑聚家地产,深圳市聚家房地产有限公司,2025-07-02 02:07:38~2026-07-03 02:07:38,2025-07-02
新城市花园2栋,宝安,99.54,住宅,三房,380,35500,257925427151乐有家,深圳市乐有家房产交易有限公司,2025-06-19 10:06:46~2025-08-19 10:08:46,2025-04-26
新城市花园2栋,宝安,99.54,住宅,三房,380,35500,257130840809乐有家,深圳市乐有家房产交易有限公司,2025-07-10 08:07:07~2026-07-11 08:07:07,2025-07-10
新城市花园2栋,宝安,86.96,住宅,三房,450,35500,254180475148乐有家,深圳市乐有家房产交易有限公司,2025-06-21 09:06:03~2026-06-22 09:06:03,2025-06-21
新华苑2栋,宝安,84.72,住宅,三房,318,45000,258198900759乐有家控股,深圳市乐有家控股集团有限公司,2025-07-23 04:07:32~2026-07-24 04:07:32,2025-07-16
新华苑二期1号楼,宝安,96.41,住宅,三房,460,52600,255751024278深圳市龙福居房地产经纪有限公司,深圳市龙福居房地产经纪有限公司,2025-08-02 08:08:02~2025-10-02 08:10:02,2025-04-28
新华苑二期1号楼,宝安,96.15,住宅,三房,400,52600,252563500137乐有家,深圳市乐有家房产交易有限公司,2025-06-28 10:06:10~2026-06-29 10:06:10,2025-06-28
幸福城润园（二期）7栋B单元,宝安,70.1,住宅,三房,450,54500,259259480592乐有家控股,深圳市乐有家控股集团有限公司,2025-07-28 12:07:48~2025-09-27 12:09:48,2025-06-03
幸福城润园（二期）8栋B单元,宝安,86.59,住宅,三房,450,54500,258468616873乐有家,深圳市乐有家房产交易有限公司,2025-07-21 05:07:36~2026-07-22 05:07:36,2025-07-21
幸福城润园（二期）8栋B单元,宝安,79.42,住宅,三房,420,54500,251391663384橘子房地产,深圳橘子房地产经纪有限公司,2025-08-15 11:08:47~2026-08-16 11:08:47,2025-08-15
金地塞拉维花园26栋,宝安,80.94,住宅,三房,500,53400,255139764387乐有家,深圳市乐有家房产交易有限公司,2025-08-09 01:08:10~2026-08-10 01:08:10,2025-08-09
宏发*雍景城C栋,宝安,120.88,住宅,三房,380,45800,254912308914六六好房,深圳市六六好房网络科技有限公司,2025-08-05 02:08:50~2025-10-05 02:10:50,2025-08-04
峰荟花园2栋,宝安,89.08,住宅,三房,310,50000,250704519405乐有家,深圳市乐有家房产交易有限公司,2025-06-23 12:06:27~2025-08-23 12:08:27,2025-04-25
峰荟花园2栋,宝安,89.08,住宅,三房,306,50000,257507126128房百通,深圳市房百通网络信息咨询有限公司,2025-07-12 04:07:45~2026-07-13 04:07:45,2025-07-12
幸福城润园三期14栋,宝安,74.56,住宅,三房,400,56500,251137902421乐有家,深圳市乐有家房产交易有限公司,2025-08-04 05:08:15~2026-08-05 05:08:15,2025-08-04
裕安楼二栋,宝安,82.8,住宅,三房,350,43000,256504573898链家,深圳链家房地产经纪有限公司,2025-08-14 10:08:00~2026-08-15 10:08:00,2025-08-14
山水华庭2栋,宝安,84.37,住宅,三房,410,--,257641765576乐有家,深圳市乐有家房产交易有限公司,2025-08-06 11:08:27~2026-08-07 11:08:27,2025-08-06
嘉富宝禧花园8栋,宝安,111.5,住宅,三房,438,--,255136099703好房子置业,深圳市好房子置业有限公司,2025-07-26 10:07:42~2026-07-27 10:07:42,2025-07-26
海韵花园A2栋,宝安,97.92,住宅,三房,450,55300,250698535353乐有家,深圳市乐有家房产交易有限公司,2025-08-06 10:08:59~2026-08-07 10:08:59,2025-08-06
辉华大厦2#栋,宝安,102.04,住宅,三房,380,39700,253015497513链家,深圳链家房地产经纪有限公司,2025-08-02 07:08:17~2026-08-03 07:08:17,2025-08-02
优品建筑5栋,宝安,97.47,住宅,三房,500,46600,257435209018深圳市宏帆房地产经纪有限公司,深圳市宏帆房地产经纪有限公司,2025-08-16 12:08:59~2026-08-17 12:08:59,2025-08-16
宇峰苑B栋,宝安,108.91,住宅,三房,450,40500,256700827022乐有家,深圳市乐有家房产交易有限公司,2025-08-02 02:08:25~2026-08-03 02:08:25,2025-06-23
御筑轩C栋,宝安,73.91,住宅,三房,350,50900,254900273930深圳汇鑫房地产经纪有限公司,深圳汇鑫房地产经纪有限公司,2025-07-28 10:07:22~2025-09-27 10:09:22,2025-03-09
御筑轩C栋,宝安,74.52,住宅,三房,400,50900,253891159496乐有家,深圳市乐有家房产交易有限公司,2025-07-23 10:07:38~2026-07-24 10:07:38,2025-07-23
御筑轩B栋,宝安,86.44,住宅,三房,440,50900,254064881999乐有家,深圳市乐有家房产交易有限公司,2025-07-15 04:07:30~2025-09-14 04:09:30,2025-05-18
煜丰泽花园广场1栋,宝安,115.47,住宅,三房,350,39700,251226116767乐有家,深圳市乐有家房产交易有限公司,2025-07-19 06:07:15~2026-07-20 06:07:15,2025-07-19
福东龙华府1栋,宝安,77.14,住宅,三房,375,56100,250643785086盛联行,深圳市盛联行网络科技有限公司,2025-07-26 06:07:35~2025-09-25 06:09:35,2025-03-31
福东龙华府1栋,宝安,79.06,住宅,三房,390,56100,258958203945中原地产,中原地产代理（深圳）有限公司,2025-07-17 08:07:31~2025-09-16 08:09:31,2025-04-27
福东龙华府1栋,宝安,89.96,住宅,三房,480,56100,257370615309链家,深圳链家房地产经纪有限公司,2025-06-29 10:06:00~2025-08-29 10:08:00,2025-06-29
福东龙华府1栋,宝安,77.2,住宅,三房,370,56100,254295385419乐有家,深圳市乐有家房产交易有限公司,2025-07-02 11:07:48~2026-07-03 11:07:48,2025-07-02
福东龙华府1栋,宝安,81.7,住宅,三房,390,56100,258557844690乐有家,深圳市乐有家房产交易有限公司,2025-07-14 11:07:50~2026-07-15 11:07:50,2025-07-14
福东龙华府1栋,宝安,77.68,住宅,三房,375,56100,255947140332链家,深圳链家房地产经纪有限公司,2025-08-12 04:08:25~2026-08-13 04:08:25,2025-06-22
福东龙华府1栋,宝安,77.06,住宅,三房,380,56100,254247820024多欢乐地产,深圳市多欢乐网络有限公司,2025-07-10 04:07:15~2025-09-09 04:09:15,2025-05-24
福东龙华府1栋,宝安,88.88,住宅,三房,368,56100,250965857374乐有家,深圳市乐有家房产交易有限公司,2025-07-07 04:07:44~2025-09-06 04:09:44,2025-05-26
福中福花园2栋,宝安,66.73,住宅,三房,368,58300,253012079084链家,深圳链家房地产经纪有限公司,2025-07-29 11:07:26~2026-07-30 11:07:26,2025-07-29
峰境瑞府7栋,宝安,96.39,住宅,三房,480,--,257917999406鑫泰地产,深圳市鑫泰房地产经纪有限公司,2025-07-26 11:07:16~2026-07-27 11:07:16,2025-07-26
城市峰尚花园,宝安,73.06,住宅,三房,480,76100,259227892157胜景地产,深圳市胜景房地产咨询有限公司,2025-07-26 12:07:36~2026-07-27 12:07:36,2025-07-26
74区宝安新村二栋,宝安,96.2,其它,三房,450,51100,254684157674链家,深圳链家房地产经纪有限公司,2025-07-26 11:07:05~2026-07-27 11:07:05,2025-07-26
悠山美地家园3栋,宝安,87.36,住宅,三房,420,52200,255259780307乐有家,深圳市乐有家房产交易有限公司,2025-07-25 04:07:05~2026-07-26 04:07:05,2025-07-25
花半里清湖花园2栋,宝安,86.32,住宅,三房,475,50600,257422231444乐有家,深圳市乐有家房产交易有限公司,2025-07-23 05:07:35~2026-07-24 05:07:35,2025-07-23
和平里花园I期,宝安,81.4,住宅,三房,450,68000,258899224340乐有家控股,深圳市乐有家控股集团有限公司,2025-07-03 02:07:25~2025-09-02 02:09:25,2025-03-04
和平里花园I期,宝安,89.04,住宅,三房,460,68000,252453436527链家,深圳链家房地产经纪有限公司,2025-07-17 02:07:30~2025-09-16 02:09:30,2025-04-09
和平里花园I期,宝安,84.58,住宅,三房,430,68000,254171016801乐有家,深圳市乐有家房产交易有限公司,2025-07-03 06:07:03~2025-09-02 06:09:03,2025-04-24
和平里花园I期,宝安,81.4,住宅,三房,390,68000,251591185014乐有家控股,深圳市乐有家控股集团有限公司,2025-07-20 06:07:42~2025-09-19 06:09:42,2025-04-27
和平里花园I期,宝安,88.31,住宅,三房,460,68000,252830757662橘子房地产,深圳橘子房地产经纪有限公司,2025-07-13 09:07:02~2025-09-12 09:09:02,2025-05-16
和平里花园I期,宝安,88.31,住宅,三房,500,68000,255673847212恒实房地产,深圳市恒实房地产经纪有限公司,2025-08-09 01:08:05~2026-08-10 01:08:05,2025-08-09
珈誉时尚花园6栋,宝安,76.66,住宅,三房,385,--,259614149721深圳琦毅咨询管理有限公司,深圳琦毅咨询管理有限公司,2025-07-09 05:07:00~2026-07-10 05:07:00,2025-07-09
珈誉时尚花园6栋,宝安,76.66,住宅,三房,380,--,253258485315盛源房地产,深圳市盛源房地产置业有限公司,2025-06-24 05:06:01~2026-06-25 05:06:01,2025-06-24
佳兆业云峰汇花园（A520-0178）4栋,宝安,88.64,住宅,三房,380,--,256005775696乐有家,深圳市乐有家房产交易有限公司,2025-06-19 07:06:04~2025-08-19 07:08:04,2025-06-19
佳兆业云峰汇花园（A520-0178）4栋,宝安,88.77,住宅,三房,370,--,257629092272乐有家,深圳市乐有家房产交易有限公司,2025-06-29 11:06:08~2026-06-30 11:06:08,2025-06-29
泰福名苑3栋,宝安,90.06,住宅,三房,430,--,257953102509宏企地产,深圳市宏企地产经纪有限公司,2025-06-28 08:06:59~2026-06-29 08:06:59,2025-06-28
满京华云著华庭3栋,宝安,89.15,住宅,三房,410,--,252309691713博瑞达,深圳市博瑞达房地产经纪有限公司,2025-06-29 12:06:55~2025-08-29 12:08:55,2025-02-28
宏发悦云花园5栋,宝安,89.42,住宅,三房,430,--,259954047112乐有家,深圳市乐有家房产交易有限公司,2025-07-31 04:07:45~2026-08-01 04:08:45,2025-07-28
万科翡逸郡园,宝安,88.07,住宅,三房,400,49000,250502508776中原地产,中原地产代理（深圳）有限公司,2025-07-27 03:07:02~2026-07-28 03:07:02,2025-07-27
二十四区商住楼二十一栋,宝安,101.3,住宅,三房,380,47500,255569810134悦城荟地产,深圳市悦城荟地产有限公司,2025-07-27 10:07:38~2026-07-28 10:07:38,2025-07-27
九雏广场1栋,宝安,101.34,商务公寓,三房,350,--,250490330557越王地产,深圳市越王房地产经纪有限公司,2025-07-24 01:07:37~2026-07-25 01:07:37,2025-07-24
景山花园一栋,宝安,90.9,住宅,三房,300,39800,250286250444乐有家,深圳市乐有家房产交易有限公司,2025-07-28 06:07:57~2026-07-29 06:07:57,2025-07-28
灵芝新村三十二栋,宝安,85.7,住宅,三房,398,70100,259245591719万房通地产,深圳市万房通地产投资顾问有限公司,2025-07-29 03:07:20~2026-07-30 03:07:20,2025-07-29
万科星城上郡1栋,宝安,100.35,住宅,三房,410,--,252824479397深圳市海居信息咨询有限公司,深圳海居信息咨询有限公司,2025-07-29 11:07:34~2026-07-30 11:07:34,2025-07-29
坣岗大厦1栋,宝安,100.73,住宅,三房,350,39400,251712706142中原地产,中原地产代理（深圳）有限公司,2025-07-23 08:07:25~2026-07-24 08:07:25,2025-07-23
清平华府1栋,宝安,88.74,住宅,三房,430,--,255611154373中原地产,中原地产代理（深圳）有限公司,2025-06-28 12:06:36~2025-08-28 12:08:36,2025-06-18
清平华府1栋,宝安,107.49,住宅,三房,450,--,252734675010中原地产,中原地产代理（深圳）有限公司,2025-07-20 02:07:39~2025-09-19 02:09:39,2025-06-21
清平华府1栋,宝安,107.49,住宅,三房,460,--,255028140102深圳市安享家房地产有限公司,深圳市安享家房地产有限公司,2025-08-06 08:08:56~2026-08-07 08:08:56,2025-08-06
清平华府1栋,宝安,90.24,住宅,三房,390,--,256754339732乐有家,深圳市乐有家房产交易有限公司,2025-08-18 10:08:32~2026-08-19 10:08:32,2025-08-15
四季名苑1栋,宝安,91.48,住宅,三房,450,--,250005308873深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-07-11 08:07:37~2025-09-10 08:09:37,2025-07-11
四季名苑1栋,宝安,92.44,住宅,三房,358,--,250296928061乐有家,深圳市乐有家房产交易有限公司,2025-08-14 02:08:23~2025-10-14 02:10:23,2025-06-17
四季名苑1栋,宝安,91.32,住宅,三房,350,--,252442452324佰禾置业,深圳市佰禾置业有限公司,2025-08-12 10:08:20~2026-08-13 10:08:20,2025-08-12
四季名苑1栋,宝安,91.57,住宅,三房,380,--,259361448898深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-08-02 12:08:10~2026-08-03 12:08:10,2025-08-02
会展湾水岸广场1栋,宝安,91.05,商务公寓,三房,350,--,254751250542天光地产,深圳市天光房地产服务有限公司,2025-07-12 08:07:25~2025-09-11 08:09:25,2025-04-12
会展湾水岸广场1栋,宝安,92.64,商务公寓,三房,300,--,258708163281天光地产,深圳市天光房地产服务有限公司,2025-06-20 12:06:39~2026-06-21 12:06:39,2025-06-20
综合楼,宝安,90.4,住宅,三房,450,--,255039137585乐有家控股,深圳市乐有家控股集团有限公司,2025-07-25 04:07:09~2026-07-26 04:07:09,2025-07-25
满京华云朗公馆1栋,宝安,75.5,住宅,三房,350,--,254320809015安家房地产,深圳市安家房地产投资顾问有限公司,2025-07-17 09:07:47~2026-07-18 09:07:47,2025-07-17
满京华云朗公馆1栋,宝安,86.47,住宅,三房,418,--,255710828814深圳市德厚地产经纪有限公司,深圳市德厚地产经纪有限公司,2025-06-21 11:06:10~2026-06-22 11:06:10,2025-06-21
满京华云朗公馆1栋,宝安,75.5,住宅,三房,339,--,256490426512乐有家,深圳市乐有家房产交易有限公司,2025-08-06 06:08:24~2026-08-07 06:08:24,2025-07-02
满京华云朗公馆1栋,宝安,82.16,住宅,三房,355,--,250479053095宏企地产,深圳市宏企地产经纪有限公司,2025-06-28 10:06:56~2026-06-29 10:06:56,2025-06-28
4区住宅小区6栋,宝安,81.84,住宅,三房,410,--,253336774751乐有家,深圳市乐有家房产交易有限公司,2025-07-29 11:07:32~2026-07-30 11:07:32,2025-07-29
万丰海岸城珑园6栋,宝安,90.84,住宅,三房,450,--,256631712945乐有家,深圳市乐有家房产交易有限公司,2025-07-29 10:07:57~2025-10-28 10:10:57,2025-06-28
峰境瑞府6栋,宝安,93.87,住宅,三房,450,--,250321956320筑家房产,深圳市筑家房产服务有限公司,2025-07-01 08:07:03~2026-07-02 08:07:03,2025-07-01
嘉富新禧花园2栋,宝安,109.24,住宅,三房,430,--,254586012516乐有家,深圳市乐有家房产交易有限公司,2025-06-27 08:06:57~2026-06-28 08:06:57,2025-06-23
21区工行综合楼1栋,宝安,86.32,住宅,三房,500,--,253808953577乐有家,深圳市乐有家房产交易有限公司,2025-07-23 07:07:30~2026-07-24 07:07:30,2025-07-23
中海观园7栋,宝安,96.11,住宅,三房,479,--,251815553822乐有家,深圳市乐有家房产交易有限公司,2025-06-06 06:06:19~2025-09-05 06:09:19,2025-08-02
盛荟城朗庭1栋,宝安,88.93,住宅,三房,430,--,258003268992链家,深圳链家房地产经纪有限公司,2025-07-28 06:07:07~2025-09-27 06:09:07,2025-05-30
华强城市花园（三期）3栋,宝安,88.83,住宅,三房,400,--,259378752827家承地产,家承地产代理（深圳）有限公司,2025-08-14 07:08:33~2026-08-15 07:08:33,2025-08-14
华强城市花园（三期）3栋,宝安,89.19,住宅,三房,390,--,259851477850中原地产,中原地产代理（深圳）有限公司,2025-08-06 12:08:59~2026-08-07 12:08:59,2025-07-26
嘉富宝禧花园8栋,宝安,97.64,住宅,三房,500,--,251952139746佰禾置业,深圳市佰禾置业有限公司,2025-07-03 06:07:48~2026-07-04 06:07:48,2025-07-03
嘉富宝禧花园8栋,宝安,111.5,住宅,三房,460,--,250380996979房百通,深圳市房百通网络信息咨询有限公司,2025-08-14 08:08:51~2026-08-15 08:08:51,2025-06-29
峰境瑞府7栋,宝安,97.81,住宅,三房,500,--,258440615180优享地产,深圳市优享全程房地产经纪有限公司,2025-06-22 03:06:58~2026-06-23 03:06:58,2025-06-22
峰境瑞府7栋,宝安,96.38,住宅,三房,490,--,259991729929乐有家,深圳市乐有家房产交易有限公司,2025-06-19 03:06:52~2025-08-19 03:08:52,2025-06-19
嘉洲商务中心（A007-0558）2栋商务公寓,宝安,85.68,商务公寓,三房,320,--,251921326636链家,深圳链家房地产经纪有限公司,2025-08-03 07:08:24~2026-08-04 07:08:24,2025-08-03
皓月花园10栋,宝安,85.64,住宅,三房,480,53400,252978436005乐有家,深圳市乐有家房产交易有限公司,2025-08-02 04:08:34~2026-08-03 04:08:34,2025-08-02
住宅楼B栋,宝安,96.9,自用住宅,三房,480,--,259751994883乐有家,深圳市乐有家房产交易有限公司,2025-07-27 03:07:32~2026-07-28 03:07:32,2025-07-27
星河荣御花苑（三期）1栋,宝安,89.55,住宅,三房,455,--,250780464733乐有家,深圳市乐有家房产交易有限公司,2025-07-18 04:07:50~2026-07-19 04:07:50,2025-07-18
星河荣御花苑（三期）1栋,宝安,89.82,住宅,三房,480,--,253023892494华恒鑫地产,深圳市华恒鑫网络科技有限公司,2025-08-09 10:08:08~2025-10-09 10:10:08,2025-06-18
星河荣御花苑（三期）1栋,宝安,91.61,住宅,三房,408,--,258533287505深圳市安享家房地产有限公司,深圳市安享家房地产有限公司,2025-06-25 10:06:30~2025-08-25 10:08:30,2025-06-25
星河荣御花苑（三期）1栋,宝安,89.57,住宅,三房,360,--,259937573592好房子置业,深圳市好房子置业有限公司,2025-07-25 06:07:38~2025-09-24 06:09:38,2025-06-13
星河荣御花苑（三期）1栋,宝安,89.82,住宅,三房,390,--,259339909423,深圳市易和置业有限公司,2025-07-22 12:07:11~2025-09-21 12:09:11,2025-06-08
星河荣御花苑（三期）1栋,宝安,82.6,住宅,三房,399,--,254297190093佰禾置业,深圳市佰禾置业有限公司,2025-07-26 12:07:43~2025-09-25 12:09:43,2025-05-26
星河荣御花苑（三期）1栋,宝安,89.33,住宅,三房,492,--,259009439786好房子置业,深圳市好房子置业有限公司,2025-06-26 10:06:58~2026-06-27 10:06:58,2025-06-26
